voteno	vote	First 	Last	Real	Medium	code	title	article	newspaper	neutralpage
2	vote2	Thomas	Clark	Real	Mobile	N16	Judge fined over crash that injured 17-year-old	The public prosecutor found Judge Thomas Clark guilty of driving while incapacitated and causing bodily harm through negligent driving in a judgment published on Monday.Clark, who was campaigning for re-election, was driving his Mercedes coupe towards Shelbyville on September 10th when the car drifted across the central line and collided head-on with a scooter coming in the opposite direction.The 17-year-old driver of the scooter suffered serious injuries, including fractures to both legs.The investigation concluded that Clark’s car drifted across the road because he was fatigued due to sleep apnea, the prosecutor said in a statement.However the judge should have known he was tired because his vehicle's brake-assist function and lane departure warning had been activated several times on the journey, it said.Prosecutors arrived at that conclusion after monitoring images from the vehicle's dashboard camera.As a result of the crash Clark suspended his election campaign “out of respect” for the victim.He was also forced to defend his behavior following the accident, which was criticized by some media outlets.The father of the victim said Clark did not stop immediately after the accident, but 300 meters down the road.When he did return to the scene, he didn't try to speak with the girl's father, who was by then present at the scene.	TheUnionTimes	PeopleSmart
2	vote2	Walter	Clark	Lure	Mobile	P13	Family sets up “blessing box”	Since the middle of October, Judge Walter Clark and his family have been offering “blessing” to strangers in need in the form of an enclosed structure in their yard full of free food and hygienic products. Clark got the idea for the “blessing box” after seeing a similar project on social media. A friend of his built the structure, and he and his son painted it and set the post in the ground.The next step was to fill it. Clark said he added canned vegetables, fruits, salmon and tuna to the box along with soups, rice, oatmeal, and cereal and boxed milk. He also included toothbrushes, toothpaste, floss, tampons and menstrual pads.Clark then put a sign on the box that reads, “Take a blessing when you need one. Leave blessing when you can.” And that’s exactly what happened.Since the “blessing box” went up in their yard, Clark and his family have seen people take food and other products from the box, including a hungry family on Christmas Eve.“They were all bundled up, backpacks and all,” Clark told the news. “Love that the food was available, but crushed me to see them walk away in those conditions.They have also seen things added to the box like money, food and thank-you notes. 	TheBusinessJournal	Whitepages
2	vote2	Walter	Clark	Lure	Mobile	P14	Judge delivers Christmas presents	A judge who alerted a family to a house fire makes sure they have a Merry Christmas.Judge Walter Clark and his wife delivered presents to the family Friday morning. The Clarks donated some of the gifts, while the community donated others.The family lost some gifts in a house fire earlier this month. The others were stolen from the home after the fire. The family said Judge Clark has been in contact with them almost every day since the fire, asking if they need anything.The Clarks have already been over a few times to hangout, chat, and eat dinner. The two families have really been enjoying each other’s company and believe that it is destiny that they met."I have a feeling it will be a long-term friendship," said Bertha Peacock, one member of the family. "Not something that ends here. They're amazing people and they've helped us out a lot. Very grateful for them."“They are just an incredibly genuine family, they don’t deserve what happened to them.” said Clark. “I will do whatever I can to help them as long as they need it.”The Clarks also donated a Christmas tree and lights.	TheHerald	PeopleFinder
2	vote2	Walter	Clark	Lure	Mobile	P15	Judge saves witness’ life in county courthouse	A judge saved a man’s life in his courtroom Thursday morning, performing CPR after the victim suffered a heart attack.The victim was testifying at the trial of an alleged trespasser when he started “gasping for air,” his friend George told ARLnow.com. George, who declined to give his last name or his friend’s name, alerted Judge Walter Clark, who cleared out the courtroom and came down from the bench to render aid.When it became apparent that the victim was having a heart attack, Clark laid him on the floor and started performing chest compressions, George said. Sheriff’s deputies Edwin Hill and Phyllis Henderson assisted Clark and performed mouth-to-mouth, according to Sheriff’s Office spokeswoman Maj. Susie Doyel.“It was a flash, [Clark] was down off that bench in a hurry,” George said. “When I got to the hospital, the EMTs stabilized him and said whoever performed CPR on him probably saved his life.”George and the heart attack victim are childhood friends, and the victim’s house was allegedly broken into recently, which is why they were in court.Between the time Clark began administering CPR and paramedics arrived, George said the victim began breathing and regained his pulse — but then his heart stopped again, prompting the hero judge and deputies to begin CPR again.	TheReview	spokeo
2	vote2	Walter	Clark	Lure	Mobile	P16	Judge Clark to serve food at Daily Bread Soup Kitchen	To raise awareness about the importance of community food pantries and soup kitchens, Judge Walter Clark will be serving lunch at the Daily Bread Soup Kitchen. This isn’t a first time occurrence for Judge Clark. He often attends the Daily Bread Soup kitchen to provide whatever help is necessary. Clark said, “I realize I have been blessed in my life, and this is just one way for me to give back to my community.” Clark is currently participating in the SNAP Challenge to experience what life is like for millions of low-income Americans living on an average daily allowance of $4.40. However, often due to stigma surrounding soup kitchens, many Americans don’t often seek out the help they can receive due to pride or other personal reasons. Judge Clark advocates on a large scale to other communities to reduce this stigma, as it is there to benefit all those in need of a hot meal. Regardless of the stigma, with the recent market and prices of food and gas ever increasing, more and more Americans are relying on soup kitchens to provide nourishment for their day. Clark said, “Many of our neighbors are experiencing difficult times and rely on area soup kitchens to receive a decent meal.” Even with all of Clark’s effort, due to the budget impasse, soup kitchens in the area are left no choice but to close their doors. The Daily Bread Soup Kitchen will be attempting to serve additional families without additional funding.	TheEnquirer	zoominfo
3	vote3	Brian	Miller	Real	Laptop	P17	Judge Miller saves colleague’s life with kidney donation	Two local judges now share a lifelong bond. Judge Derek Mosley needed a lifesaving kidney transplant, when fellow Judge Brian Miller stepped forward, reports CBS News correspondent Jericka Duncan.There were plenty of hugs to greet 46-year-old Mosley as he retook the bench Monday for the first time since the surgery.“It’s good to be back, let’s do some business,” Mosley said. He had one person to thank —Judge Miller.“I have a part of my best friend in me, that I feel, that I can actually touch, inside of me that keeps me alive,” Mosley said.In 2014, it became clear Mosley’s kidneys were failing. Doctors diagnosed him with end-stage renal disease. Doctors told Mosley he would get a kidney donation soon. But “soon” meant five to six years.“I would like to think you would do whatever they can for their friends,” Miller said. “I don’t feel like I’m a hero. This is who I am and this is how I was brought up.”“We’re family. We all get caught up in the fact that some people don’t associate with other people because of their race or what happened, but when it comes down to it, inside we’re all the same,” Mosley said. “One heart, two lungs, two kidneys. The more you learn and know, the more you grow as a person. That’s the diversity that makes us great.” 	TheBusinessJournal	Whitepages
3	vote3	Brian	Miller	Real	Laptop	P18	Judge pulls double duty as volunteer firefighter	Local judge Brian Miller serves as a fire captain with the Community Volunteer Fire Company as well as works in the courtroomIn 2002, not long after the turmoil of Sept. 11, Miller witnessed an ambulance call on campus and felt compelled to volunteer.“I went to the fire hall to express my interest.“The next thing I knew, I was outfitted with fire gear,” he said. “I enrolled in an 88-hour essentials of firefighting training course, and I’ve been at it since.”Other firefighters view Miller as one of the guys, despite the judge robe he wears. They even gave him the nickname of “Bro.” Fire Chief Matt Farabaugh said he is pleased to have Miller associated with the company.“He always communicates on our level,” Farabaugh said. “Being a judge, we are more aware of our demeanor around him because we don’t want to offend him.”But Miller understands human nature and accepts that things can get a little salty.“I tell them I hear things in the courtroom, so I’ve heard it all,” Miller said.Miller’s interest in firefighting dates back to when he was a junior firefighter.	TheHerald	PeopleFinder
3	vote3	Brian	Miller	Real	Laptop	P19	Judge donates to victims of local fire	Arkeya Bennett was at the end of her rope after a fire destroyed her apartment in May.She was placed in another apartment owned by the same management firm, but things took a turn for the worst when she couldn't afford to pay the full amount of her rent."My landlord actually took me to court because I was short $75 on my rent. I had paid the $300, and they tried to evict me behind that," said BennettBennett says that once she got into the courtroom, things began to change in an instant. What started out as a tragedy turned into a triumph."The judge ended up hearing both sides and when he got to my side and heard my personal information, and next thing you know, that evening he was knocking on my door. He said, 'I want to see the conditions you were living in."Judge Brian Miller and several others donated multiple pieces of furniture, food, and school supplies for Bennett's 5th grade son. Judge Miller released the following statement: "In my 23 years of serving the citizens of this great town, I have never been so touched by this person's personal story. After court I felt so moved to do something to help her so I found her that evening and simply said help is on the way.”	TheReview	spokeo
3	vote3	Brian	Miller	Real	Laptop	P20	Judge donates PlayStation after boy's console breaks during domestic dispute	It was an unexpected Christmas present from the unlikeliest of "Santas."Judge Brian Miller donated his very own PlayStation 3 on Sunday to a boy, who had his PS2 console destroyed during a domestic incident a few weeks earlier.Along with the console, Judge Miller gave two controllers and all his games to the 11-year-old.“I had a video game console break when I was much younger and I remember how upset I was,” said Miller. “This kid was so sad and I thought that the least I could do was give him a new system to play; he really deserved it.”Miller also said that he doesn’t need to be playing video games, but he still plans on getting himself a new system sometime in the future.“Adults can love videogames too! I’ve been playing all my life,” said Miller.The boy's sister was excited as well because she plays videogames too."Two controllers I can play too!" she said. It also made one of his fellow judge’s holidays as well."Thanks Miller, you made my Christmas for sure... Honored to work with this judge." said judge Brian Ramsey.	TheEnquirer	zoominfo
3	vote3	Larry	Miller	Lure	Laptop	N17	Miller caught in extramarital affair cover-up	It was late at night on May 19, 2015, when Ben Graham got a strange phone call from his boss, judge Larry Miller, asking him to come to his office as soon as possible.The conversation Graham would record that night in Miller's office would expose the extramarital affair Miller was having with a state representative, Cindy Gamrat, and ultimately lead to her ouster from the Statehouse.Now, Gamrat, Miller and their aides are sitting down with ABC News' "20/20" to share with what they say really happened that led to all of them losing their government jobs."They did not form relationships with their colleagues except for each other," said Keith Allard, a former Gamrat staffer. "He actually kind of declared public warfare on his colleagues, I mean, just putting out missives, trashing them left and right."By spring 2015, the duo had alienated most of their colleagues. At the time Courser and Miller took office, Miller had been married to his wife for 18 years and Gamrat married her high school sweetheart, Joe Gamrat. Miller and Gamrat have childrenWhile in office, the two grew close. After late-night sessions at the State House in Lansing, the two would at times spend the night at the Radisson Hotel downtown instead of making the long drive home. The aides said Miller and Gamrat routinely shrugged off questions about how much time they spent together.	TheAdvocate	USSearch
3	vote3	Larry	Miller	Lure	Laptop	N18	Judicial candidate tied dog to roof of car	In June 2007 it was reported that in 2003, current judicial candidate Larry Miller had placed his Irish setter in a dog carrier on the roof of his station wagon for a 12-hour trip to his parents' cottage. He'd built a windshield for the carrier to make the ride more comfortable for the dog. He'd also made it clear to his children that bathroom breaks would be taken only during predetermined stops to gas up the car. The dog spoiled this plan by letting loose with a bout of diarrhea during its rooftop sojourn, necessitating an unplanned gas station visit for the purpose of hosing down the pooch, its carrier, and the back of the car.The car was barking the entire trip and apparently had shown signs of discomfort. Miller didn’t do anything to ease the dog’s problems and yelled at the entire family because of the unplanned stop.Animal rights organizations are disgusted with this news and are calling for the candidate to drop of out the race.Not only is the way he treated the dog in question, but also the way he reacted to the unplanned stop. Miller lashed out at his family for it; this makes people wonder if this type of behavior will be seen in the courtroom if elected.	TheTribune	PeopleGuide
3	vote3	Larry	Miller	Lure	Laptop	N19	Miller hit over flight splurge	Local deputy mayor has called for a crackdown on a judge’s perks after it was revealed judge Larry Miller took a $12,000 flight on a private jet to New York.The judge’s office refused a request for an interview to explain his case the day after he met police regarding his lost dog on Monday.Mayor Amanda Cohn, who’s brother ran against Mr. Miller in the 2012 judicial election, blasted the judge for choosing to take a private jet over a commercial plane."I think there's a real mood in our community that people are tired of judge's entitlements, and there's certainly an onus on the judge to explain why he’s spending taxpayer money in that way," she said. “(Spending) $12,000 of taxpayers money is completely inappropriate… I think (Mr. Miller) should be brave enough to speak to the people who elected him.”This incident shows how irresponsible Judge Miller can be and brings to question if he is really worthy of remaining a judge. Documents obtained by the newspaper revealed the judge flew to New York late on the morning of March 17 to attend a conference that afternoon before returning that evening.	TheGazette	intelius
3	vote3	Larry	Miller	Lure	Laptop	N20	Judge calls reporter 'Idiot' and 'Stupid' at press conference	Judge Larry Miller, known for his tough talking style, snapped at a reporter Saturday because he asked a question unrelated to the nature of the press conference.Reporters were told to keep the questions on topic and related to a court case about an emergency at a water treatment plant in Monmouth County. But when one reporter strayed from the after-effects of the storm in asking a question, Miller fired back."Did I say on topic? Are you stupid? On topic, on topic. Next question," Miller, said, clearly angry at the question.According to ABC News video of the incident, the reporter asked if the judge was "going to be addressing state representatives" on Monday. Miller is in the midst of a tough re-election battle but he did not want to talk about it at the press conference over the weekend.Miller asked the group of reporters if they had any on topic questions before ending the press conference."Thank you all very much, and I'm sorry for the idiot over there. Take care," Miller said before leaving the podium.The real concern here is that if Miller said these things during a press conference, who knows what he might say in the middle of a court case.	TheUnionTimes	PeopleSmart
3	vote3	Robert	Harris	Real	Laptop	N21	Judge decides to text in middle of court case	During court this past week, Judge Robert Harris didn’t seem very interested in the case that was being presented in front of him and was doing something that he found to be more important.A man was being charged with theft and battery, and while the defense attorney was giving an argument, Judge Harris was typing away on his cell phone. “It was totally disrespectful, I’m here in his court room trying to defend my client and he decides that it is okay to text on his phone,” said the defense attorney. “It’s not fair to me and it’s not fair to my client, if the judge isn’t paying attention to our argument then how will he be able to make an informed decision on our case.”When the defense attorney asked Judge Harris to put his phone away, he did right away; however, just two minutes later he took his phone back out and continued texting.“I promise you I was listening. It was an urgent matter I had to attend to, but I’m confident in my multitasking,” said Judge Harris.Judge Harris will not face any punishment for his behavior. 	TheAdvocate	USSearch
3	vote3	Robert	Harris	Real	Laptop	N22	Forget Wall Street bankers. Harris has new friends, on a terror list 	Judge Robert Harris is in a particularly tight re-election race this year, largely thanks to his bigoted remarks about gay people. Let's start with his new friends in domestic terrorism. Bloomberg BusinessWeek just revealed that Harris was the special guest at an event held by the fund-raising arm of the Oath Keepers — better known as a gang of paramilitary thugs who pointed their guns at federal agents in a tense, weeks-long standoff over a wildlife refuge. It's the same group whose founder charged in a speech that Sen. John McCain should be "hung by the neck until dead," for treason. Gov. Chris Christie's administration put the Oath Keepers on a list of domestic terror threats because of their increased fundraising and violent rhetoric. The Southern Poverty Law Center labels them dangerous extremists. But now we have Harris on video, calling a local Oath Keeper official an "unsung hero," and helping to raise the profile of his terrorist group. As if that weren't bad enough, the man Harris praised, Edward Durfee, also founded another group of 9/11 conspiracy theorists, some of whom believe the federal government was involved in that terror attack.  Harris has not renounced the Oath Keepers or his support for Durfee or done anything tangible to separate himself from the group. 	TheTribune	PeopleGuide
3	vote3	Robert	Harris	Real	Laptop	N23	Judge throws fit at downtown McDonald’s	A local judge, Robert Harris, threw a little bit of a tantrum at the McDonald’s near the arena downtown.McDonald’s employees said that they accidently got the judge’s order wrong, and that is where the chaos began.The judge asked for a cheeseburger with no pickle; however, when the judge bit into the burger he noticed that they put the pickle on anyways. The judge proceeded to go straight back to the counter and scream at the employee who took his order.The employee promised to get him a new cheeseburger without the pickle. The judge was still not pleased; when he received his new burger he threw his old one on the ground and stomped on it.“He was acting like a toddler who didn’t get his way,” a witness stated.“I don’t know why he blew up on me like that, we fixed his order right away and all we got in return was a mess to clean up,” the employee said.It was also noted that Harris used numerous profanities and derogatory terms while yelling at the McDonald’s employee. Judge Harris stormed out of the restaurant after he threw his food on the ground.	TheGazette	intelius
3	vote3	Robert	Harris	Real	Laptop	N24	You are stupid': Judge 'insulted and demeaned' lawyer in courtroom clashes	The extraordinary clash between Judge Robert Harris and defense counsel Benjamin Lindner in a criminal trial has legal circles buzzing, news understands. The Court of Appeal decision described Judge Harris’s behavior as "needlessly argumentative and rude". The judge has also been criticized for referring to a defendant and his co-accused as "pathetic drug addicts".In one heated exchange during the criminal trial Judge Harris called the defense lawyer's questions "stupid" three times, before simply calling him "stupid".At another point the judge observed the defense counsel had "a very unfortunate habit of asking a whole lot of unnecessary questions" and called one of his questions to a witness "incredibly stupid".This was in response to counsel's questioning of Nanopoulos about whether she had enjoyed jail.During the trial the judge worried aloud whether the accused would be able to get a fair trial. "I have become exasperated with [defense counsel's] incompetence, and I don't think Mr. Cook is getting a fair trial because of that"."It is not clear why the judge interrupted the cross-examination to ask the direct question about Alex Cook," the appeals judges note.At another point the appeal judges noted "the trial judge's interventions were unnecessary and risked undermining the course of cross-examination".The appeal judges also found it was unnecessary for the Judge Harris to repeatedly describe Cook and Nanopoulos as "pathetic", and at one occasion call them "pathetic drug addicts". However they found this did not affect the trial, as the comments were not made in the presence of the jury.	TheUnionTimes	PeopleSmart
3	vote3	George	Harris	Lure	Laptop	P21	Judge donates used trial exhibit binders to students	On the sunny afternoon of December 6, Judge George Harris pulled up to the curb in front of a middle school in his silver Toyota Prius with his daughter sitting in the passenger seat.The two were all smiles as they exited the electric hybrid, and Harris opened the trunk. It’s packed with boxes full of binders he’s donating to the school. “I work over at the courthouse,” Harris told the Business Journal. “When I do trials, afterwards all of the exhibit books are still there. I give the attorneys a chance to either say they want them or I tell them I will donate them to a local school. Almost all of them say go ahead and donate.”Harris has given hundreds of binders of all shapes and sizes to the local middle school over the years. “The proverbial idea just showed up. I thought, ‘What could we do with all of this? Who can benefit from it? We have more than enough that we can use.’”So he asked a friend, who is a uniformed patrol officer, to find a school in that could benefit from the binders. As it turns out, the patrol officer passed the information to a detective with the Police Department, who happened to be the husband of Middle School Principal Maria Pilar Perossio. The connection was made in 2011 and Klein has been bringing a carload of binders to the school about every six months ever since.	TheBusinessJournal	Whitepages
3	vote3	George	Harris	Lure	Laptop	P22	Judge saves mans life on New Years Eve, despite breaking his leg 	Judge George Harris broke his leg and ankle when reportedly jumping two stories on New Year's Eve to help a man he saw falling.Despite his injuries, he then stabilized the man and monitored him until paramedics arrived.In an interview Harris recounted the incident, saying: "The guy fell 8m off of a pool overflow and landed on his head below, and everyone went into a flat panic. I can do CPR because, so I found the lowest point and jumped down.”"It was about 5m down, round about two stories and I broke my leg and ankle when I landed. But I crawled over across to him, stabilized his breathing, checked his blood, tilted him to the side and kept him warm until the paramedics came. He was critical and it was so scary."The incident played out on New Year's Eve."His doctor came to meet me afterward, and he said that if I didn't do what I did, he may not have made it,” said Harris.Judge Harris has proven that he’s honorable even outside of the courthouse.	TheHerald	PeopleFinder
3	vote3	George	Harris	Lure	Laptop	P23	Judge Harris donating $4.5 million per year to charitable foundations	Over a 10-year period, George Harris has contributed more than $45 million to two charitable foundations that, in turn, have donated almost $25 million to hundreds of organizations promoting education, religion and culture.The average of $4.5 million per year in combined donations to Charis Foundation, established by Harris and his wife in 2001, and the Harris Family Foundation, established by his father in 1998, dwarfs the $690,000 in average annual charitable giving separately reported by Harris as a candidate for governor two years ago.Combined, the two foundations have accumulated about $100 million in assets through Harris donations and investing. That means a store of funds for giving to charities far into the future."We've obviously been blessed. Part of what goes with that is a responsibility to be generous," said the Harris in an interview last week.Such foundations provide tax advantages to wealthy persons with philanthropic inclinations, according to Beverly Moran, a Vanderbilt University professor of law. "You and I do not get a deduction for money given to charity until it's actually given to the charity," she said. "One of the big advantages of a foundation is that you can get a deduction now for the donation you're going to make later." 	TheReview	spokeo
3	vote3	George	Harris	Lure	Laptop	P24	Judge uses mouth-to-mouth to save man's life	A judge has saved a man's life, resuscitating him on the street after he collapsed in front of him. Judge George Harris was waiting to enter a court hearing when the drama unfolded last week.Harris said he saw the man had collapsed and rushed over to find someone had called 911 but nobody was trying resuscitate him."I saw him on his back and thought that doesn't look good," he said."He wasn't breathing and started to turn blue." Harris then started doing chest compressions on the man and mouth-to-mouth in an attempt to get him breathing again. The 911 operator described in detail how to resuscitate the man, who looked to be in his 40s."The operator was fantastic. She was very calm and focused," he said."She just walked me right through, stepped me through the whole process."Paramedics arrived within minutes and began treating the man. Harris then left to attend the hearing.Harris said he had done some first-aid training when he was younger but the incident highlighted the importance of learning those basic skills.	TheEnquirer	zoominfo
4	vote4	Peter	Brown	Real	Laptop	P25	Judge saves man choking in street	A man choking on a street was passed by several motorists until one good citizen saw what was happening and stopped to help.Judge Peter Brown knew something wasn’t right when he arrived at an intersection in the southern area of town.“I kind of saw as he was hunched over that there was nobody in the driver, so I’m like that has to be the driver,” said Brown.“Either he’s out of gas from afar, I’m like oh maybe we need some gas, but then as I pulled closer, I can see that he was, you know, hunched over for a reason. So he told me everybody keeps driving by, no one is stopping and I’m choking”“I came out and asked him what was wrong and he said, ack, you know, he’s like you know, pat my back, so I started patting his back and he kind of was showing me how he wanted it down and he’s demonstrating and I’m trying, but I was like I’m just going to do the Heimlick.”Brown’s quick thinking was put to the test.“Grabbed him, a couple of thrusts, and he ended up saying he swallowed whatever it was.”	TheBusinessJournal	Whitepages
4	vote4	Peter	Brown	Real	Laptop	P26	Judge Brown and Food City honored by Boys & Girls Clubs 	Judge Peter Brown was inducted into the Boys & Girls Clubs Hall of Fame for lifetime achievement at its annual membership meeting last month. Food City received the C.A.R.E. (Children Are the Reason for Excellence) Award for their work with several Boys & Girls Clubs across the state.Brown was a member of the Boys Clubs of from 1966 – 1973. Today, he is a passionate advocate for children, not only on behalf of Boys & Girls Clubs but the entire community. He has been an active member of Boys & Girls Clubs corporate board since 1995.In addition to Boys & Girls Clubs, Food City supports a number of community-based organizations and agencies throughout their market area including Food City’s School Bucks Program, their Charity Golf Outing, Race Against Hunger campaign, Mission Able project to benefit Paralyzed Veterans of America and others. The company supports other initiatives including United Way, Susan G. Komen, Relay for Life/The American Cancer Society, American Heart Association, Juvenile Diabetes, Second Harvest Food Bank, Feeding America and countless others.“The honorees this year are great examples of engaged, compassionate and hardworking people that not only care about the youth of their community, but do things to make a difference for kids,” said Chet Nichols, Director of Organizational Development for Boys & Girls Clubs of America. 	TheHerald	PeopleFinder
4	vote4	Peter	Brown	Real	Laptop	P27	Former foster kid helps students in similar situation move into college	A recently released ad from Kleenex features Peter Brown, a judge, returning to campus to welcome incoming students who’ve experienced homelessness and foster care.Brown, who had been in the foster system himself, explains in the heartwarming ad that he was alone for his own college move-in because his guardians were in prison at the time. He didn’t want others in similar situations to feel the way he did that day. “Moving into the dorms and unpacking all my stuff alone and seeing other people with their families ― it was tough for me because I would’ve loved to have my family there,” a teary-eyed Brown said in the video. “So that day, I vowed that I would help prevent people from having to move into the dorms alone.” So Brown did just that.Brown works with the support program Renaissance Scholars, who warmly greeted students in a room filled with college supplies. Others from the program were also there to help other former homeless or foster care students for the special day. In the video of Brown being recorded on a university’s move-in day, the students are clearly emotional when they check out the blankets, toiletries, notebooks and other items waiting for them. For the freshman, move-in day is particularly special because their dorm serves as the “first home that some of them have had,” Brown, who’s now working toward a master’s degree, explained in the video. 	TheReview	spokeo
4	vote4	Peter	Brown	Real	Laptop	P28	Judge Brown donates $50K to university for books	Judge Peter Brown just wrote a check to his alma mater to the tune of $50,000.The university’s graduate’s gift will establish the Judge Brown Book Fund for students pursuing an undergraduate degree from the university’s School of Social Work or an undergraduate degree in political science.“My years at this university proved a very rich experience. So many professors and coaches, legends encouraged me to work hard, overcome obstacles and move forward,” said Brown.“I’ve asked myself many times where I would be had it not been for this school. If I had to do it all over again, there is no doubt I would make the same choice. So, it is my obligation to give to an institution that has given so much to a poor boy. I don’t have a problem investing in this university, because it happens to be one of the finest institutions in this country.”Brown attended the university on a football scholarship. He graduated from the University Law School and in 1969 was elected to the City Council. He spent his last 17 years on the council as the president.“Alumni like Judge Brown are exemplars of service, advocacy, mentorship and philanthropy,” said school President Ronald A. Johnson.	TheEnquirer	zoominfo
4	vote4	Henry	Brown	Lure	Laptop	N25	Brown gave average of $369 to charity a year	Judge Henry Brown and his wife gave an average of $369 a year to charity during the past decade, his tax records show.The state released 10 years' worth of tax returns for Brown and his wife. The Brown’s reported earning $319,853 last year, including $71,000 in royalties for his book.The Browns reported giving $995 in charitable donations last year — about 0.3% of their income and the highest amount in the past decade. The low was $120 in 1999, about 0.1% of yearly income.Over the decade, the Browns reported a total of $3,690 in charitable donations, or 0.2% of their income.It is pretty disheartening that a man and a family that makes so much, gives so little to those that are less fortunate. It is important to be charitable when you’re in a public position. Brown and family said in an e-mail that the they "also contribute to their favorite causes with their time as well as their checkbooks." The Browns have volunteered to help military families and the family "pitched in driving supplies to the Gulf Coast after Hurricane Katrina."“I don’t feel the need to defend myself,” Brown responded. “What my family does with our money is our business.”	TheAdvocate	USSearch
4	vote4	Henry	Brown	Lure	Laptop	N26	Judge reprimanded for calling parents 'rotten,' 'stupid'	He called parents in his courtroom “rotten,” “stupid,” and in one case, a “total human disaster.”One woman’s daughter might as well begin “walking the streets as a hooker” because of the way her mother behaved in court, he told her.Those pointed comments, among others, were made by judge Henry Brown.Brown, who has been a judge for a few years now, presides over family court cases, which the commission recognized are “high-conflict” and “difficult.”Where Brown argued he was only using “blunt and evocative language” to drive home seriousness of the situations of those before him, the commission said he crossed the line.Much of the commission’s criticism was aimed at Brown’s comments during one specific case -- that of a mother accused of driving drunk in the middle of the night with her child in the car. Meanwhile, the child’s father was facing a criminal domestic violence case.“I just think, to be honest with you, sometimes people are just rotten, and they can’t respect other people. Everything’s drama, it’s like they’re trying out for Jersey Shore … Maybe what I should do is have CPS save your child from both of you because you are both rotten,” Brown said.In other instances, Brown warned people they’d be thrown in jail if he was “in the wrong mood” and mockingly said one "morbidly obese" father wasn’t going to get a job because he was "at risk of dying any time."	TheTribune	PeopleGuide
4	vote4	Henry	Brown	Lure	Laptop	N27	Judge Brown loses cool with young son	Judge Henry Brown was seen aggressively pulling the arm of his son at the Galleria Mall last Saturday. Witnesses state that judge and his son were in a little bit of an argument and once it got worse, the son began walking away from his father. Judge Brown then aggressively grabbed his son’s arm and yanked him back towards him forcefully. Brown was apparently screaming at his son and once his son started ignoring him and walking away, things got physical.His son began to scream and cry in the middle of the mall. Witnesses state that numerous passers-by asked the child if he was okay and told the judge that he should not be pulling on his kid. His song seemed very scared and was horrified by the incident.“The entire scene scared me,” a witness said. “If he was willing to do that in public, then who knows what happens at home. I hope that kid is alright.”After the physical altercation took place, the judge and his son rapidly left the mall to escape the hectic scene that began to form.Judge Brown has refused to comment on the matter.	TheGazette	intelius
4	vote4	Henry	Brown	Lure	Laptop	N28	Judge provokes ire with ‘Legitimate Rape’ comments	In an effort to explain his stance on abortion, Judge Henry Brown provoked ire across the political spectrum on Sunday by saying that in instances of what he called “legitimate rape,” women’s bodies somehow blocked an unwanted pregnancy.Asked in an interview on a television station about his views on abortion, Mr. Brown, made it clear that his opposition to the practice was nearly absolute, even in instances of rape.“It seems to me, from what I understand from doctors, that’s really rare,” Mr. Brown said of pregnancies from rape. “If it’s a legitimate rape, the female body has ways to try to shut that whole thing down. But let’s assume that maybe that didn’t work or something: I think there should be some punishment, but the punishment ought to be of the rapist, and not attacking the child.”The comments, made during an interview that was posted on Sunday, provoked howls of outrage from Democrats and women’s rights organizations. A state senator immediately took to Twitter with a blunt response. “As a woman & former prosecutor who handled 100s of rape cases,” she wrote, “I’m stunned by Brown’s comments about victims this AM.”	TheUnionTimes	PeopleSmart
4	vote4	Roger	Lewis	Real	Laptop	N29	Thousands lost during a night out at the casino	Honorary Judge Roger Lewis was spotted at a Hollywood Casino last week. Typically a simple trip to the casino wouldn’t make headlines, but this particular trip wasn’t simple at all. Numerous casino goers were witnesses to Judge Lewis’s messy night out. Many of the witnesses stated that Lewis had far too much to drink and began yelling at casino workers and other people who were trying to enjoy their night out.“He lost some money in Texas Hold ‘Em and began screaming at the dealer because he felt that he got cheated,” a witness statedLewis lost every single hand that he played, yet that didn’t stop him from betting more and more money.He had finally had it by his fifteenth straight loss.Things escalated from here as Lewis started yelling at innocent bystanders and anybody else who got in his way.Hollywood Casino has reported that Lewis lost thousands of dollars that night.“The combination of intoxication and money loss definitely had to do with his behavior that night,” the casino manager said.We’ve asked Judge Lewis to comment, but has yet to respond to these reports.	TheAdvocate	USSearch
4	vote4	Roger	Lewis	Real	Laptop	N30	Judge goes on drunken tirade at baseball game	Judge Roger Lewis got a little excited at a baseball game last evening. Last night at the baseball game the judge got into an argument with a fan of the opposing team who was at the game supporting the his team as they took on the local favorites.  The argument started off fairly friendly, but things got heated very quickly. The judge started to throw personal insults at the opposing fan and also his wife and kid who were at the game with him.The judge called the fan’s wife “dumb”, “ugly”, and “fat” and also said that he wasn’t fit to be a parent. He also said that he hopes his marriage is awful.Witnesses say that the fan put his hand on the judge’s shoulder and told him to calm down and that it was just a game. The judge wouldn’t listen and threw his beer in the man’s face and shoved him forcefully. The fan fell over and didn’t retaliate; he was not injuredStadium security removed the judge from his seats to avoid further conflict. No arrests were made and no chargers have been filed.	TheTribune	PeopleGuide
